timestamp,location,country,temperature,feels_like,weather,humidity,wind_speed,wind_dir,pressure,uv_index
2025-07-16T00:56:13.040414,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:56:23.229777,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:56:33.431114,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:56:43.702873,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:56:54.054568,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:57:04.234541,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:57:14.455109,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:57:24.729041,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:57:34.908285,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:57:45.095796,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:57:55.305690,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:58:05.603849,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:58:15.782565,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:58:25.967947,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:58:36.155028,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:58:46.439753,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:58:56.617340,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:59:06.808901,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:59:17.023520,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:59:27.313151,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:59:37.613344,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:59:47.794458,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T00:59:58.169292,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:00:08.449801,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:00:18.639297,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:00:28.838772,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:00:41.062510,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:00:51.346929,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:01:01.730714,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:01:11.916896,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:01:22.163310,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:01:32.445551,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:01:42.644753,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:01:52.836101,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:02:03.151948,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:02:13.714559,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:02:23.909272,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:02:34.096180,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:02:44.284388,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:02:54.570050,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:03:04.919974,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:03:15.201502,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:03:25.404754,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:03:35.689469,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:03:45.875637,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:03:56.086299,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:04:06.287452,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:04:16.579042,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:04:26.765158,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:04:36.948214,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:04:47.130229,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:04:57.418083,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:05:07.603610,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:05:17.794091,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:05:27.975718,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:05:38.773969,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:05:48.963962,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:05:59.182555,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:06:09.676559,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:06:19.876582,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:06:30.072915,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:06:40.259704,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:06:50.533248,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:07:00.707659,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:07:10.906020,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:07:21.539543,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:07:31.821689,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:07:41.998027,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:07:52.174228,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:08:02.361583,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:08:12.650626,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:08:22.853993,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:08:33.046316,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
2025-07-16T01:08:43.245006,Karachi,Pakistan,30.1,36.8,Overcast,70,20.9,WSW,1001.0,0.0
